CampaignID,GoalAmount,RaisedAmount,DurationDays,NumBackers,Category,LaunchMonth,Country,Currency,OwnerExperience,VideoIncluded,SocialMediaPresence,NumUpdates,IsSuccessful
CID_02768,9521,8931.171995,28,179,Technology,April,Australia,USD,6,No,81758,26,0
CID_02769,70232,104599.2634,16,1817,Film,February,Canada,EUR,6,No,8408,9,1
CID_02770,2308,1919.490553,71,34,Technology,October,Germany,USD,15,Yes,55593,24,0
CID_02771,1476,2068.040337,31,609,Games,January,Canada,EUR,0,No,12302,16,1
CID_02772,8420,8384.24523,82,979,Music,May,Germany,AUD,4,Yes,88145,3,0
CID_02773,16025,19469.63477,59,1713,Music,September,Canada,EUR,6,No,35963,11,1
CID_02774,81729,97376.3347,80,1099,Film,August,Australia,GBP,5,Yes,87331,47,1
CID_02775,23230,14624.79633,75,427,Art,February,Canada,AUD,9,Yes,19023,10,0
CID_02776,81778,118510.9924,49,729,Technology,October,Germany,GBP,15,Yes,76591,49,1
CID_02777,54023,61532.50501,34,934,Technology,July,USA,AUD,18,Yes,64425,43,1
CID_02778,99136,118679.0758,52,1129,Technology,January,Australia,CAD,7,No,71882,46,1
CID_02779,75624,67536.24877,49,225,Games,April,Australia,USD,8,No,17900,22,0
CID_02780,83243,82233.47001,71,1134,Art,November,Germany,CAD,4,No,91257,17,0
CID_02781,75092,98910.84682,68,1466,Music,August,Germany,EUR,0,Yes,87294,7,1
CID_02782,84207,111703.774,36,516,Art,November,Canada,EUR,3,No,20616,34,1
CID_02783,39238,38793.34254,30,425,Games,March,Australia,USD,10,Yes,22087,34,0
CID_02784,49339,55031.24724,80,603,Games,July,UK,USD,5,Yes,68650,8,1
CID_02785,73525,48930.48635,22,1828,Art,July,USA,AUD,12,Yes,62392,0,0
CID_02786,66426,39418.08757,42,1944,Games,December,Canada,CAD,2,Yes,88194,2,0
CID_02787,41945,56664.25009,23,1961,Games,June,UK,CAD,7,No,11953,14,1
CID_02788,44964,31340.54606,68,1179,Games,March,Canada,USD,4,Yes,54962,5,0
CID_02789,62777,83098.43557,58,125,Games,October,Germany,USD,14,No,34779,45,1
CID_02790,74731,48557.64369,85,670,Technology,August,UK,EUR,13,Yes,56388,18,0
CID_02791,65118,83154.81647,25,1468,Technology,March,Canada,EUR,8,Yes,13847,43,1
CID_02792,83260,62184.69158,71,1909,Technology,March,Canada,USD,17,Yes,77588,13,0
CID_02793,74419,48070.10495,85,1864,Technology,April,USA,EUR,9,No,87749,20,0
CID_02794,15120,8155.822251,55,1212,Art,June,UK,GBP,5,No,98392,44,0
CID_02795,13394,12542.73188,20,559,Music,December,Canada,GBP,0,No,38227,26,0
CID_02796,96766,55691.82324,87,42,Art,March,UK,EUR,3,No,14829,32,0
CID_02797,78056,115982.6275,66,1612,Film,March,Germany,AUD,13,No,73358,16,1
CID_02798,9918,14343.98091,61,1529,Art,March,Canada,USD,1,Yes,81638,28,1
CID_02799,96389,130427.2228,84,1389,Film,October,Germany,CAD,6,Yes,48193,3,1
CID_02800,47853,36995.72272,58,1796,Film,October,Canada,EUR,9,Yes,96525,29,0
CID_02801,48952,29923.21536,41,430,Technology,February,Germany,USD,5,No,32074,28,0
CID_02802,1558,1745.069399,74,1525,Art,January,Germany,CAD,4,No,49952,27,1
CID_02803,42674,53330.82696,86,332,Games,December,Germany,EUR,10,Yes,61574,42,1
CID_02804,26548,33816.5031,32,1518,Technology,December,Germany,AUD,9,No,74458,14,1
CID_02805,6982,9057.601397,31,552,Games,December,UK,GBP,3,No,3734,1,1
CID_02806,77298,57532.67249,69,45,Music,December,USA,USD,13,Yes,22531,28,0
CID_02807,50431,70878.90498,57,95,Music,March,UK,GBP,1,No,9486,6,1
CID_02808,10069,5118.907941,29,1538,Art,December,Australia,USD,13,Yes,99207,44,0
CID_02809,17236,18916.19641,71,1957,Music,July,USA,AUD,14,No,17556,48,1
CID_02810,96313,138937.1487,15,700,Technology,September,Germany,GBP,6,No,13796,24,1
CID_02811,16646,8846.598269,84,1260,Film,October,UK,AUD,19,No,80675,10,0
CID_02812,79869,97184.77747,54,504,Film,August,Germany,EUR,0,No,28207,45,1
CID_02813,45775,31021.0266,62,464,Film,October,Germany,GBP,9,No,41249,47,0
CID_02814,44906,55088.68822,83,106,Art,June,Australia,CAD,8,Yes,20124,18,1
CID_02815,80733,81234.73625,52,1920,Film,April,Germany,USD,5,No,76764,45,1
CID_02816,39979,59350.30685,89,154,Music,October,USA,CAD,9,No,44997,44,1
CID_02817,52013,68843.82374,19,240,Art,March,UK,GBP,0,Yes,29235,46,1
CID_02818,99350,103445.0199,77,1031,Film,December,UK,GBP,17,Yes,36022,18,1
CID_02819,78833,47556.41491,49,331,Film,October,USA,GBP,11,Yes,724,7,0
CID_02820,22093,28637.11753,17,362,Film,February,Germany,EUR,5,No,63585,24,1
CID_02821,37916,46842.72094,42,1504,Music,December,Germany,USD,14,No,41932,37,1
CID_02822,30779,44299.53004,24,1934,Technology,December,Australia,USD,12,Yes,8119,7,1
CID_02823,63678,61445.9166,29,1023,Art,June,Canada,CAD,5,No,39131,13,0
CID_02824,88208,115969.0631,86,586,Games,December,Germany,USD,18,No,26332,31,1
CID_02825,86504,85322.18289,40,1433,Games,March,USA,EUR,16,Yes,81038,41,0
CID_02826,15343,12126.85842,22,1872,Games,March,Canada,CAD,19,No,38574,20,0
CID_02827,83638,80391.1547,68,1768,Art,February,Germany,EUR,19,Yes,29215,45,0
CID_02828,15436,12804.9779,87,225,Art,July,Australia,CAD,11,No,83929,7,0
CID_02829,93783,94303.74257,26,1303,Music,May,UK,USD,11,No,40847,48,1
CID_02830,11565,13104.28047,79,748,Games,August,Canada,GBP,8,No,53504,47,1
CID_02831,81605,80098.85384,53,281,Art,March,Australia,EUR,6,Yes,78210,35,0
CID_02832,68051,49904.90968,34,1590,Music,July,Australia,GBP,15,No,21937,0,0
CID_02833,67448,71585.60919,78,506,Games,May,Germany,GBP,1,No,39457,32,1
CID_02834,96234,128907.0108,56,1772,Art,April,UK,EUR,1,Yes,66939,43,1
CID_02835,38619,40937.95858,64,226,Music,May,Australia,CAD,9,Yes,73009,17,1
CID_02836,4745,4018.328838,31,977,Art,June,USA,USD,11,No,34761,12,0
CID_02837,4393,4636.009781,25,225,Technology,February,Germany,USD,0,No,8386,25,1
CID_02838,27900,28727.59438,67,1416,Art,September,USA,USD,11,No,7209,34,1
CID_02839,53199,71330.54755,21,1358,Film,May,USA,AUD,14,No,54509,44,1
CID_02840,72769,76541.0934,81,857,Art,July,Germany,CAD,19,Yes,55870,26,1
CID_02841,12408,13214.3475,27,717,Technology,May,Germany,USD,3,Yes,31729,2,1
CID_02842,26604,15245.61572,78,959,Games,May,UK,USD,11,No,50249,9,0
CID_02843,80306,59078.42632,60,219,Music,November,USA,EUR,15,No,37997,15,0
CID_02844,20621,30820.71635,89,1306,Film,April,UK,AUD,5,No,13670,49,1
CID_02845,35976,29984.87601,21,1247,Music,February,UK,CAD,10,No,22325,6,0
CID_02846,59542,43474.27021,42,1150,Music,December,Germany,GBP,19,No,645,2,0
CID_02847,10390,11778.36473,22,1649,Games,March,USA,AUD,3,No,66946,1,1
CID_02848,41644,46137.14595,39,37,Technology,July,UK,EUR,7,Yes,73176,12,1
CID_02849,10809,14448.86656,42,166,Technology,July,USA,CAD,6,Yes,11281,39,1
CID_02850,35109,29613.16985,50,1779,Art,January,Canada,CAD,0,Yes,8594,39,0
CID_02851,90225,82313.46403,72,445,Music,September,USA,USD,12,Yes,22898,42,0
CID_02852,13301,16138.45938,43,1210,Technology,February,Germany,EUR,0,No,5169,21,1
CID_02853,70969,67744.62404,57,281,Art,January,Canada,CAD,6,Yes,55363,38,0
CID_02854,62311,46547.34092,74,591,Art,August,Australia,AUD,6,No,6572,9,0
CID_02855,75863,55604.08796,29,1870,Art,March,UK,USD,3,No,56419,29,0
CID_02856,83642,83927.61372,89,339,Art,May,USA,USD,17,No,68572,7,1
CID_02857,53064,60874.48383,16,1593,Music,July,Australia,CAD,9,No,87751,14,1
CID_02858,36511,26387.91198,29,14,Film,September,USA,AUD,2,No,94191,45,0
CID_02859,83855,94953.50911,63,1913,Art,June,Australia,GBP,16,Yes,17467,17,1
CID_02860,95192,136865.2992,23,736,Technology,October,Germany,GBP,19,Yes,43633,7,1
CID_02861,67980,34806.06816,65,905,Art,June,Canada,GBP,10,No,53920,1,0
CID_02862,51960,42137.22454,75,470,Art,November,Australia,USD,11,No,4215,5,0
CID_02863,85913,113971.3778,64,830,Film,December,Canada,GBP,8,No,34618,32,1
CID_02864,45960,65740.70168,65,1389,Film,April,USA,EUR,17,No,34274,14,1
CID_02865,94404,100156.7642,75,1122,Games,July,Canada,USD,5,No,59539,3,1
CID_02866,34637,27220.60568,25,176,Film,September,Australia,EUR,5,Yes,65014,6,0
CID_02867,83608,73306.99499,54,472,Film,September,UK,GBP,1,Yes,88022,47,0
CID_02868,30480,30740.84135,42,1787,Film,February,Germany,GBP,10,No,57749,44,1
CID_02869,25699,31129.3938,73,1815,Technology,April,UK,USD,17,Yes,80676,27,1
CID_02870,77999,79504.92248,89,1390,Art,April,Australia,CAD,4,Yes,46180,20,1
CID_02871,11999,6250.505564,74,1852,Music,November,USA,USD,16,No,75113,28,0
CID_02872,51279,62481.45061,66,1997,Music,October,USA,GBP,7,No,74167,8,1
CID_02873,72066,36889.90419,80,456,Film,March,Canada,AUD,18,Yes,25449,0,0
CID_02874,76893,110183.3775,44,1863,Music,August,Australia,CAD,16,Yes,94034,45,1
CID_02875,64688,53839.69542,80,533,Games,May,UK,CAD,4,No,13015,19,0
CID_02876,87029,109059.5019,33,550,Games,July,USA,EUR,8,No,36540,35,1
CID_02877,27985,38386.87092,45,1296,Games,September,Germany,GBP,1,No,20270,37,1
CID_02878,81779,115256.2032,89,892,Music,January,Australia,EUR,4,Yes,23364,17,1
CID_02879,60643,37197.93301,81,1512,Film,February,UK,GBP,13,Yes,51711,45,0
CID_02880,90980,134940.0364,29,782,Film,December,Canada,GBP,3,No,35190,29,1
CID_02881,9927,14676.79974,56,598,Technology,August,USA,GBP,18,No,19660,22,1
CID_02882,42699,32371.92939,71,1462,Games,May,Germany,USD,3,Yes,20601,19,0
CID_02883,81092,100907.9643,23,1726,Art,August,Germany,EUR,5,No,29941,37,1
CID_02884,42662,35544.15346,21,1826,Film,March,Germany,USD,2,No,59898,28,0
CID_02885,41749,31533.21344,58,339,Technology,August,UK,USD,4,Yes,51302,15,0
CID_02886,22815,21543.38638,71,471,Games,October,Australia,CAD,4,Yes,816,49,0
CID_02887,38741,33220.88204,26,1686,Games,February,UK,GBP,7,No,24758,19,0
CID_02888,12438,11929.80427,58,361,Film,March,UK,EUR,3,No,61661,18,0
CID_02889,22924,21072.34947,69,1674,Film,July,Canada,AUD,12,Yes,9884,12,0
CID_02890,93362,120585.3564,62,1569,Technology,October,UK,EUR,11,Yes,28779,44,1
CID_02891,72071,39773.74551,78,314,Games,December,Australia,CAD,9,No,68059,49,0
CID_02892,37895,34527.32167,71,968,Film,May,UK,EUR,7,No,46091,18,0
CID_02893,58677,65934.81171,23,1418,Technology,March,Canada,AUD,4,No,53927,26,1
CID_02894,63714,77468.84877,46,1513,Games,May,UK,GBP,12,Yes,75326,16,1
CID_02895,8456,11044.49623,67,1054,Film,November,UK,CAD,16,No,45080,35,1
CID_02896,78495,85345.18917,84,588,Technology,February,Germany,CAD,5,Yes,27941,17,1
CID_02897,61038,67103.05615,65,1902,Games,July,Australia,USD,10,No,27033,7,1
CID_02898,25940,35024.66445,54,132,Technology,December,Australia,USD,15,Yes,8975,30,1
CID_02899,97869,124632.6919,83,522,Film,September,Australia,CAD,15,Yes,56807,32,1
CID_02900,47858,29740.39421,48,67,Art,November,Canada,USD,8,No,97831,8,0
CID_02901,92663,132946.8645,47,161,Music,November,Germany,USD,2,No,81468,14,1
CID_02902,87793,109900.5192,58,952,Film,November,Germany,EUR,11,No,51462,23,1
CID_02903,95205,68906.7129,80,1351,Music,August,USA,GBP,4,No,7628,44,0
CID_02904,55619,68173.73059,62,1706,Music,March,UK,AUD,17,Yes,77894,39,1
CID_02905,43844,64182.16636,68,1833,Film,June,Germany,USD,0,Yes,58757,19,1
CID_02906,60166,53556.00273,50,621,Games,April,USA,GBP,12,No,28839,17,0
CID_02907,20131,10629.8802,36,1374,Music,November,Canada,CAD,13,Yes,21365,34,0
CID_02908,19715,15826.94217,34,1607,Games,July,UK,USD,16,No,53845,15,0
CID_02909,10671,9065.796948,24,1940,Film,May,Germany,CAD,3,No,10178,25,0
CID_02910,26700,14879.88948,36,972,Games,November,Germany,GBP,19,Yes,32183,43,0
CID_02911,57971,80761.17141,52,1512,Games,July,UK,GBP,16,Yes,72549,16,1
CID_02912,33756,24205.82072,51,1528,Games,January,USA,USD,8,Yes,60632,28,0
CID_02913,47468,61809.61893,73,815,Technology,November,Australia,USD,8,No,34822,9,1
CID_02914,75426,39273.79731,35,1410,Art,August,Australia,CAD,18,No,51638,22,0
CID_02915,97510,66028.79722,26,1197,Games,June,Australia,USD,17,No,81076,0,0
CID_02916,35054,45721.66856,57,362,Film,September,Germany,USD,19,Yes,78264,3,1
CID_02917,23201,20161.48828,25,1365,Art,August,USA,USD,10,No,34813,22,0
CID_02918,69427,67231.24768,18,1661,Technology,September,USA,EUR,14,No,2578,20,0
CID_02919,57113,41059.97888,82,952,Film,April,Australia,CAD,8,No,29779,20,0
CID_02920,20336,17156.31798,72,116,Games,September,Australia,GBP,9,Yes,73594,22,0
CID_02921,22256,16008.56881,79,154,Music,September,Australia,EUR,13,Yes,35988,41,0
CID_02922,32120,26211.92885,28,582,Film,September,Germany,EUR,3,Yes,43970,39,0
CID_02923,84671,86086.12532,71,1009,Games,June,Australia,AUD,16,Yes,88243,42,1
CID_02924,78891,41220.24996,18,1688,Music,May,Australia,EUR,8,Yes,45890,5,0
CID_02925,10383,10537.4218,38,1998,Games,July,Canada,USD,14,Yes,3609,49,1
CID_02926,76141,42998.54167,24,749,Film,May,UK,GBP,11,Yes,40609,3,0
CID_02927,31044,29893.44268,16,362,Technology,November,Canada,GBP,18,Yes,60251,29,0
CID_02928,77928,41763.96941,54,1538,Games,November,Australia,USD,8,No,51909,12,0
CID_02929,8192,7813.627625,47,1538,Technology,November,Canada,AUD,0,Yes,24842,25,0
CID_02930,22343,16174.05893,77,1152,Art,September,Canada,CAD,17,Yes,46588,38,0
CID_02931,34585,25551.15193,29,984,Film,March,Canada,CAD,17,No,31575,25,0
CID_02932,17552,23236.35279,50,439,Art,October,USA,GBP,12,Yes,94703,46,1
CID_02933,35873,19444.34849,18,1225,Film,April,Canada,CAD,2,Yes,85965,9,0
CID_02934,1144,776.7942985,47,182,Technology,March,Australia,USD,18,No,45368,2,0
CID_02935,80844,91373.30905,65,1261,Music,February,UK,GBP,17,Yes,9981,7,1
CID_02936,95310,130635.2702,28,488,Games,March,Canada,GBP,2,Yes,10742,2,1
CID_02937,36640,42425.50859,30,1142,Film,June,UK,AUD,14,No,84866,13,1
CID_02938,88528,44702.50271,79,1894,Film,May,Australia,EUR,8,Yes,14620,11,0
CID_02939,74813,46051.05579,73,1757,Music,December,UK,USD,16,No,51485,0,0
CID_02940,53307,56283.8503,18,1062,Games,May,Canada,AUD,9,No,89758,20,1
CID_02941,86643,121163.2897,88,473,Film,February,Germany,EUR,14,Yes,31284,30,1
CID_02942,19157,17249.8877,74,1297,Film,June,USA,EUR,3,Yes,26828,33,0
CID_02943,11409,16577.50849,67,1664,Film,January,Canada,AUD,4,No,21134,2,1
CID_02944,62948,37544.35056,36,568,Technology,March,Canada,GBP,19,No,95238,12,0
CID_02945,44039,59347.71892,46,1673,Art,January,USA,AUD,0,Yes,17541,17,1
CID_02946,40947,37866.04366,39,1626,Technology,September,UK,CAD,1,No,53955,42,0
CID_02947,41801,50416.15691,61,1931,Games,April,Germany,USD,7,No,1312,2,1
CID_02948,59053,81561.77671,27,1189,Technology,October,UK,AUD,13,Yes,96320,13,1
CID_02949,23184,29449.06557,37,234,Music,January,USA,USD,5,No,80875,21,1
CID_02950,40004,35207.76105,65,1955,Art,September,Australia,EUR,12,No,85677,17,0
CID_02951,24991,13183.15519,67,1265,Games,August,UK,AUD,1,Yes,83986,6,0
CID_02952,98394,115194.0259,20,1997,Games,August,USA,EUR,18,No,96012,17,1
CID_02953,64379,37631.31495,16,439,Music,July,Canada,CAD,17,Yes,43835,21,0
CID_02954,18428,24698.95065,80,1046,Film,March,UK,CAD,17,Yes,81127,30,1
CID_02955,12190,12759.12337,24,913,Art,November,Canada,CAD,15,Yes,67130,4,1
CID_02956,25432,31748.49534,31,886,Games,September,UK,AUD,16,No,44522,40,1
CID_02957,23787,12596.48129,43,1326,Games,August,Australia,CAD,0,No,88826,11,0
CID_02958,67305,98633.33541,61,1283,Film,December,Germany,AUD,14,No,57207,42,1
CID_02959,67961,88592.97183,77,1841,Film,September,UK,USD,12,No,30154,18,1
CID_02960,28732,33975.41687,44,1870,Film,November,Germany,AUD,12,No,60561,38,1
CID_02961,31311,39820.21996,46,1431,Technology,November,USA,EUR,9,No,52034,12,1
CID_02962,19277,15955.2912,34,1724,Art,June,UK,CAD,3,No,27398,21,0
CID_02963,68111,71700.48784,42,398,Art,July,USA,AUD,8,No,53478,8,1
CID_02964,96033,84344.66764,56,434,Technology,August,Canada,AUD,13,Yes,32871,9,0
CID_02965,38776,55358.08076,32,94,Games,September,Australia,AUD,14,No,53374,13,1
CID_02966,45378,35472.92399,70,1413,Technology,September,Australia,USD,8,Yes,49294,23,0
CID_02967,45532,33398.25126,57,333,Music,April,Australia,CAD,3,No,7160,26,0
CID_02968,28924,17982.89652,52,1163,Games,June,USA,GBP,3,No,30305,5,0
CID_02969,12114,7065.174903,76,1431,Music,September,Germany,GBP,3,No,95119,0,0
CID_02970,77936,64513.13085,48,115,Music,July,UK,CAD,15,Yes,31287,19,0
CID_02971,34810,36181.8195,66,1016,Music,April,UK,GBP,18,Yes,60011,16,1
CID_02972,87817,106370.7049,37,80,Film,May,Germany,GBP,18,No,30223,16,1
CID_02973,85588,111210.6309,76,430,Art,February,Germany,EUR,10,Yes,72175,28,1
CID_02974,7454,6052.157282,65,1956,Games,January,UK,GBP,17,Yes,49990,17,0
CID_02975,67571,67491.20322,18,1595,Film,November,Australia,CAD,16,Yes,74432,45,0
CID_02976,79652,84729.12772,17,753,Music,May,UK,CAD,8,Yes,49278,47,1
CID_02977,48425,65958.74237,88,1578,Art,August,UK,USD,2,No,56921,29,1
CID_02978,83355,44612.05728,55,1877,Technology,January,Germany,CAD,18,Yes,53781,40,0
CID_02979,93399,115869.0344,38,1922,Film,February,Australia,GBP,1,Yes,11924,30,1
CID_02980,19781,23968.68343,60,1408,Music,April,UK,USD,3,No,43251,21,1
CID_02981,81354,45295.11794,83,1465,Film,December,Australia,GBP,4,No,16208,27,0
CID_02982,96315,66866.23942,76,1384,Games,March,USA,USD,13,No,41261,27,0
CID_02983,65186,33051.03511,82,1818,Film,June,USA,EUR,17,Yes,48037,31,0
CID_02984,48438,25672.51778,74,94,Art,May,USA,GBP,16,No,81291,27,0
CID_02985,2327,3456.793027,43,312,Technology,September,UK,EUR,3,Yes,70577,22,1
CID_02986,43731,36697.38571,21,134,Art,April,Canada,CAD,10,Yes,14781,48,0
CID_02987,71395,97672.27735,72,1945,Games,April,Australia,EUR,14,No,29777,23,1
CID_02988,26443,24437.28372,56,1209,Film,July,Germany,CAD,12,No,83288,47,0
CID_02989,4646,6591.828907,48,1676,Film,January,USA,EUR,3,Yes,95156,15,1
CID_02990,42834,39835.12545,63,1067,Technology,June,UK,AUD,11,No,15867,4,0
CID_02991,22613,25270.95629,39,1459,Film,December,Germany,GBP,16,Yes,13210,27,1
CID_02992,84495,123574.4683,57,1647,Art,July,Germany,GBP,13,Yes,40732,30,1
CID_02993,57598,78587.54018,31,1755,Art,July,Germany,GBP,7,No,88372,43,1
CID_02994,52072,62482.34948,54,1195,Technology,December,Germany,GBP,8,Yes,37474,19,1
CID_02995,14087,15277.73692,74,855,Film,April,UK,USD,1,Yes,95734,24,1
CID_02996,37172,33635.73792,45,1593,Games,May,Canada,USD,17,Yes,96505,34,0
CID_02997,29414,41575.49657,69,1191,Art,September,Australia,GBP,6,Yes,72751,35,1
CID_02998,70527,92253.45334,73,1756,Technology,December,Germany,EUR,5,No,37961,38,1
CID_02999,77149,85591.65266,81,639,Technology,May,Canada,EUR,11,No,79741,41,1
CID_03000,85615,61369.60516,51,631,Music,January,UK,CAD,13,No,83156,29,0
CID_03001,17188,23601.64522,35,97,Art,April,Germany,USD,3,Yes,92726,14,1
CID_03002,10446,7839.940061,87,1309,Technology,October,USA,EUR,19,Yes,35248,40,0
CID_03003,30342,34102.63136,89,1610,Technology,July,Australia,AUD,5,Yes,98008,43,1
CID_03004,58552,64378.10071,74,361,Games,December,Germany,CAD,16,Yes,32456,5,1
CID_03005,56944,73669.3587,74,896,Games,October,Australia,AUD,5,No,43538,42,1
CID_03006,10455,6809.875183,50,277,Music,December,Australia,GBP,5,Yes,42193,36,0
CID_03007,43592,65202.88997,84,1409,Technology,November,Australia,EUR,15,No,75318,39,1
CID_03008,60133,66161.24718,16,66,Music,July,USA,GBP,18,Yes,91584,20,1
CID_03009,14225,7577.954024,83,1561,Film,March,USA,EUR,16,Yes,87971,47,0
CID_03010,99599,103759.0344,44,1572,Technology,April,UK,EUR,3,Yes,14113,43,1
CID_03011,41494,38519.61948,56,1676,Games,September,Germany,USD,15,No,28858,47,0
CID_03012,20482,26721.97692,35,753,Film,September,Germany,AUD,12,No,94906,35,1
CID_03013,81599,59179.75239,31,1198,Art,November,USA,EUR,2,No,70291,44,0
CID_03014,64745,56113.3681,70,1079,Art,July,Canada,EUR,9,Yes,38662,19,0
CID_03015,56121,83927.58945,56,26,Technology,August,Germany,AUD,17,No,50150,45,1
CID_03016,30491,43720.50287,20,298,Games,May,Australia,CAD,3,Yes,39898,40,1
CID_03017,14800,11882.01276,36,282,Film,July,USA,EUR,2,Yes,22226,7,0
CID_03018,78683,90077.71479,60,362,Film,January,Germany,EUR,16,No,45938,18,1
CID_03019,48208,53595.89202,29,665,Art,May,USA,CAD,2,No,38501,35,1
CID_03020,83747,112164.3879,42,934,Art,March,Germany,AUD,13,No,85906,45,1
CID_03021,48548,56205.87835,53,80,Film,August,UK,GBP,6,Yes,10547,12,1
CID_03022,79745,107804.2396,63,1023,Technology,July,UK,CAD,16,No,61376,32,1
CID_03023,46005,26223.3733,71,1480,Film,October,UK,USD,14,Yes,38865,35,0
CID_03024,99958,63559.09724,50,291,Film,October,UK,CAD,8,Yes,99050,1,0
CID_03025,81691,57207.4797,85,971,Technology,November,Australia,AUD,13,No,11330,48,0
CID_03026,24641,22557.56305,44,786,Technology,October,Australia,AUD,15,Yes,71727,27,0
CID_03027,15974,16770.90413,49,1055,Film,October,UK,AUD,8,Yes,57436,0,1
CID_03028,47095,32156.39853,82,934,Film,May,Australia,CAD,12,No,95421,6,0
CID_03029,11326,16729.58378,47,1056,Film,September,Germany,USD,10,No,70535,7,1
CID_03030,20986,28023.48778,60,457,Art,January,Australia,AUD,0,Yes,86500,22,1
CID_03031,26088,36502.79621,63,878,Games,August,USA,USD,14,Yes,78405,11,1
CID_03032,34060,50711.97994,47,509,Music,February,Canada,USD,0,No,12187,27,1
CID_03033,38753,40218.52828,63,1235,Technology,March,USA,CAD,13,No,1263,40,1
CID_03034,71035,98374.58445,78,553,Music,June,UK,CAD,5,Yes,57799,7,1
CID_03035,4687,3453.998038,71,374,Technology,July,Australia,EUR,8,Yes,50290,28,0
CID_03036,37832,40312.93522,87,1360,Music,July,USA,CAD,3,No,1836,43,1
CID_03037,83322,64334.79176,34,1267,Technology,October,Canada,AUD,11,No,59816,41,0
CID_03038,16854,9614.303666,75,158,Art,June,USA,AUD,8,No,57505,37,0
CID_03039,89646,84120.86972,83,25,Art,April,Australia,EUR,12,Yes,61794,2,0
CID_03040,65181,70743.6424,21,314,Music,February,Canada,AUD,11,No,78801,0,1
CID_03041,48372,39972.96646,54,486,Games,January,USA,AUD,4,No,63476,19,0
CID_03042,80828,72879.37486,37,439,Music,August,Germany,CAD,0,Yes,47209,39,0
CID_03043,18749,23823.34679,34,988,Games,July,Germany,EUR,14,No,9423,16,1
CID_03044,32743,39325.70566,61,668,Games,December,Canada,CAD,14,No,37172,39,1
CID_03045,2445,1275.574726,20,1126,Film,September,Canada,CAD,14,Yes,32431,8,0
CID_03046,58734,75926.43511,38,1360,Art,September,Germany,CAD,10,No,48984,5,1
CID_03047,14242,8712.7232,79,260,Technology,May,Australia,AUD,4,No,17261,22,0
CID_03048,95225,129520.2441,53,1397,Art,October,UK,AUD,10,Yes,44176,21,1
CID_03049,21720,20989.46,24,1241,Film,June,UK,CAD,7,Yes,95519,48,0
CID_03050,40044,46203.00363,49,1996,Film,April,Australia,EUR,9,Yes,34751,30,1
CID_03051,25834,18840.41507,38,1755,Games,June,Canada,CAD,17,No,83558,40,0
CID_03052,11686,13590.92109,52,675,Art,March,Canada,USD,3,Yes,71345,44,1
CID_03053,96146,56296.78924,47,1947,Film,April,UK,GBP,11,No,90555,3,0
CID_03054,56748,77583.27895,63,736,Games,September,UK,AUD,15,Yes,58862,47,1
CID_03055,21282,26912.26376,80,1442,Games,August,Australia,USD,16,No,33608,35,1
CID_03056,77120,102942.8729,64,237,Technology,November,Australia,CAD,0,No,36302,44,1
CID_03057,88365,129472.9618,65,1875,Film,July,Germany,AUD,5,Yes,28596,44,1
CID_03058,54290,56177.87061,43,605,Film,August,Canada,CAD,8,No,69135,10,1
CID_03059,48313,39904.98327,60,579,Music,August,Canada,AUD,0,No,41337,8,0
CID_03060,13167,6982.232119,69,731,Technology,October,USA,USD,17,No,53326,43,0
CID_03061,27757,26226.01712,65,1570,Technology,December,Australia,CAD,17,Yes,33238,2,0
CID_03062,88047,79929.75642,60,1396,Art,January,USA,USD,12,Yes,77918,42,0
CID_03063,97964,99834.26812,73,390,Film,July,USA,AUD,12,Yes,28888,42,1
CID_03064,17325,25822.67953,18,647,Art,July,USA,USD,15,Yes,35062,1,1
CID_03065,65854,39237.78734,43,1714,Film,March,Canada,CAD,16,Yes,3100,18,0
CID_03066,43108,45956.60523,32,424,Film,December,Germany,AUD,7,Yes,20022,37,1
CID_03067,33431,38952.65992,47,127,Art,January,UK,AUD,18,No,37856,29,1
CID_03068,43400,57753.01491,72,839,Technology,April,USA,GBP,3,No,86841,42,1
CID_03069,51477,30913.11817,54,746,Technology,February,Australia,CAD,0,No,54490,14,0
CID_03070,86010,72651.59311,15,1925,Technology,November,Canada,USD,15,No,12494,32,0
CID_03071,34789,47093.69394,45,1864,Games,November,USA,USD,4,No,60648,34,1
CID_03072,30381,25374.01803,87,1296,Art,May,Canada,GBP,3,Yes,7277,28,0
CID_03073,20289,14630.0341,83,460,Music,January,Canada,GBP,4,No,9984,29,0
CID_03074,94030,53740.3755,78,400,Technology,September,Germany,GBP,7,Yes,68126,15,0
CID_03075,79310,65641.48706,61,571,Art,January,Canada,CAD,14,Yes,52360,48,0
CID_03076,84881,87528.06896,88,864,Music,March,Germany,USD,15,Yes,95387,18,1
CID_03077,12972,16923.27451,66,1765,Technology,January,Canada,CAD,7,No,64319,34,1
CID_03078,19605,14753.309,45,1421,Technology,February,Canada,USD,4,Yes,37406,4,0
CID_03079,10576,10521.14702,31,616,Technology,June,USA,EUR,15,Yes,63284,16,0
CID_03080,94236,96073.93636,77,1733,Film,May,Canada,USD,16,Yes,58142,47,1
CID_03081,86823,69569.21158,44,124,Technology,September,UK,AUD,12,No,12022,22,0
CID_03082,77166,83109.36812,38,976,Technology,September,USA,EUR,17,Yes,51873,46,1
